ID,Purchase
ID0845,0
ID0846,0
ID0847,1
ID0850,0
ID0852,1
ID0856,1
ID0858,1
ID0859,0
ID0860,1
ID0862,0
ID0863,0
ID0867,0
ID0869,1
ID0870,0
ID0871,0
ID0872,1
ID0873,1
ID0875,0
ID0876,1
ID0877,1
ID0879,0
ID0880,0
ID0881,0
ID0885,1
ID0888,0
ID0890,0
ID0891,0
ID0893,0
ID0896,0
ID0897,0
ID0898,0
ID0900,0
ID0902,0
ID0906,0
ID0909,0
ID0912,0
ID0913,0
ID0916,0
ID0920,0
ID0921,0
ID0922,0
ID0924,1
ID0929,0
ID0932,0
ID0933,0
ID0934,0
ID0935,1
ID0937,0
ID0938,1
ID0939,0
ID0941,0
ID0943,0
ID0955,0
ID0956,0
ID0957,0
ID0958,0
ID0963,0
ID0964,0
ID0966,0
ID0967,0
ID0970,0
ID0971,0
ID0972,0
ID0973,0
ID0978,0
ID0979,0
ID0980,1
ID0981,0
ID0983,0
ID0985,1
ID0989,0
ID0991,0
ID0992,1
ID0993,0
ID0994,0
ID0995,0
ID0996,1
ID0997,1
ID0999,1
ID1002,0
ID1003,0
ID1004,0
ID1006,1
ID1009,1
ID1011,0
ID1016,0
ID1019,0
ID1021,0
ID1022,0
ID1023,0
ID1025,0
ID1027,1
ID1030,1
ID1032,0
ID1034,1
ID1036,1
ID1038,0
ID1040,0
ID1041,0
ID1042,0
ID1044,0
ID1045,0
ID1046,0
ID1047,0
ID1048,1
ID1049,0
ID1052,0
ID1053,1
ID1055,1
ID1057,0
ID1058,0
ID1059,0
ID1060,0
ID1063,0
ID1065,0
ID1066,0
ID1067,0
ID1070,0
ID1071,1
ID1073,0
ID1074,1
ID1075,1
ID1078,0
ID1079,1
ID1084,0
ID1085,0
ID1087,0
ID1090,0
ID1097,0
ID1098,0
ID1099,1
ID1100,0
ID1102,1
ID1103,1
ID1104,0
ID1105,0
ID1109,1
ID1112,0
ID1113,0
ID1117,0
ID1118,1
ID1119,1
ID1124,0
ID1126,1
ID1127,0
ID1130,1
ID1136,0
ID1138,0
ID1140,0
ID1141,0
ID1142,1
ID1143,0
ID1145,0
ID1148,0
ID1150,0
ID1151,0
ID1158,0
ID1161,0
ID1162,0
ID1163,0
ID1165,0
ID1168,0
ID1169,0
ID1171,0
ID1172,0
ID1173,0
ID1177,0
ID1178,0
ID1179,0
ID1180,0
ID1187,1
ID1191,1
ID1192,0
ID1193,1
ID1196,1
ID1197,1
ID1199,0
ID1201,0
ID1204,0
ID1206,0
ID1207,0
ID1209,0
ID1210,0
ID1212,0
ID1213,1
ID1214,0
ID1216,0
ID1217,0
ID1220,0
ID1221,0
ID1222,0
ID1223,0
ID1225,0
ID1227,1
ID1229,0
ID1234,0
ID1235,0
ID1240,1
ID1242,0
ID1245,0
ID1251,0
ID1259,0
ID1264,0
ID1267,0
ID1268,1
ID1269,1
ID1272,0
ID1273,0
ID1282,0
ID1285,1
ID1288,0
ID1289,0
ID1291,0
ID1296,0
ID1298,0
ID1300,0
ID1303,1
ID1307,0
ID1308,1
ID1309,1
ID1310,0
ID1311,0
ID1313,1
ID1316,0
ID1321,1
ID1322,0
ID1324,0
ID1326,0
ID1330,1
ID1332,0
ID1333,0
ID1334,0
ID1335,0
ID1336,0
ID1340,1
ID1346,0
ID1348,0
ID1349,0
ID1351,1
ID1352,0
ID1354,0
ID1355,1
ID1358,0
ID1361,0
ID1362,0
ID1364,1
ID1366,0
ID1371,0
ID1373,1
ID1379,0
ID1381,0
ID1383,0
ID1384,0
ID1385,1
ID1386,0
ID1388,1
ID1391,0
ID1394,0
ID1395,0
ID1396,1
ID1397,0
ID1399,0
ID1401,0
ID1402,0
ID1410,0
ID1413,0
ID1415,0
ID1418,0
ID1420,0
ID1422,1
ID1423,0
ID1424,1
ID1426,0
ID1427,0
ID1429,0
ID1431,0
ID1433,0
ID1439,1
ID1441,1
ID1442,1
ID1443,0
ID1446,0
ID1449,0
ID1450,1
ID1451,1
ID1452,1
ID1457,0
ID1459,1
ID1460,0
ID1463,0
ID1466,0
ID1468,0
ID1469,0
ID1470,0
ID1474,0
ID1475,0
ID1478,0
ID1480,1
ID1481,0
ID1482,1
ID1488,0
ID1491,0
ID1492,0
ID1493,0
ID1494,1
ID1495,0
ID1497,0
ID1500,1
ID1504,0
ID1505,0
ID1507,0
ID1512,0
ID1513,0
ID1514,0
ID1515,0
ID1516,0
ID1518,1
ID1519,0
ID1521,0
ID1522,0
ID1523,0
ID1524,0
ID1529,0
ID1530,0
ID1537,0
ID1539,0
ID1540,0
ID1542,0
ID1546,0
ID1547,0
ID1549,0
ID1552,0
ID1554,0
ID1555,0
ID1556,0
ID1558,1
ID1563,0
ID1564,0
ID1565,0
ID1567,0
ID1571,0
ID1573,0
ID1576,0
ID1580,1
ID1583,0
ID1585,0
ID1588,0
ID1592,0
ID1594,0
ID1595,0
ID1596,1
ID1600,0
ID1604,0
ID1607,0
ID1609,0
ID1612,1
ID1615,0
ID1616,0
ID1617,0
ID1618,1
ID1619,1
ID1622,0
ID1623,0
ID1625,0
ID1629,0
ID1632,1
ID1637,0
ID1638,0
ID1642,0
ID1643,0
ID1645,1
ID1648,0
ID1650,0
ID1651,1
ID1652,1
ID1653,0
ID1656,0
ID1657,0
ID1662,1
ID1665,0
ID1666,1
ID1668,0
ID1672,1
ID1673,0
ID1678,0
ID1681,0
ID1682,0
ID1683,0
ID1685,0
ID1686,1
ID1688,0
ID1689,1
ID1690,0
ID1692,0
ID1693,1
ID1694,0
ID1695,0
ID1698,0
ID1699,1
ID1703,1
ID1707,0
ID1708,1
ID1711,0
ID1713,0
ID1716,0
ID1717,0
ID1719,1
ID1720,0
ID1727,0
ID1728,0
ID1730,0
ID1733,0
ID1739,0
ID1741,1
ID1742,0
ID1744,0
ID1745,0
ID1746,0
ID1749,0
ID1752,1
ID1754,0
ID1755,1
ID1757,0
ID1760,0
ID1762,0
ID1771,0
ID1772,0
ID1774,0
ID1776,0
ID1782,0
ID1784,0
ID1785,0
ID1786,1
ID1787,1
ID1791,1
ID1792,0
ID1794,0
ID1795,0
ID1796,0
ID1798,0
ID1799,0
ID1800,1
ID1802,0
ID1803,0
ID1804,0
ID1807,0
ID1808,0
ID1810,0
ID1811,1
ID1812,0
ID1814,0
ID1816,0
ID1818,0
ID1820,0
ID1822,0
ID1823,0
ID1826,1
ID1829,0
ID1836,1
ID1837,0
ID1838,1
ID1840,1
ID1841,0
ID1844,0
ID1845,0
ID1846,0
ID1849,0
ID1851,0
ID1853,0
ID1857,0
ID1860,0
ID1863,1
ID1864,0
ID1865,0
ID1866,0
ID1867,0
ID1868,1
ID1869,0
ID1870,0
ID1872,1
ID1874,0
ID1877,0
ID1878,1
ID1881,0
ID1882,1
ID1886,0
ID1888,0
ID1889,0
ID1890,0
ID1891,0
ID1895,1
ID1896,0
ID1899,0
ID1900,0
ID1903,0
ID1904,0
ID1905,0
ID1906,0
ID1910,0
ID1912,0
ID1915,0
ID1916,0
ID1918,0
ID1920,1
ID1922,0
ID1923,0
ID1928,0
ID1929,0
ID1931,0
ID1933,1
ID1934,1
ID1935,0
ID1938,0
ID1942,0
ID1950,0
ID1953,0
ID1954,0
ID1956,0
ID1959,0
ID1961,0
ID1963,0
ID1965,0
ID1970,0
ID1971,0
ID1975,0
ID1978,0
ID1980,0
ID1981,1
ID1987,0
ID1991,0
ID1997,1
ID2000,1
ID2001,1
ID2002,0
ID2003,0
ID2008,0
ID2010,0
ID2011,0
ID2013,0
ID2015,1
ID2017,0
ID2020,0
ID2021,0
ID2022,0
ID2025,0
ID2026,0
ID2028,0
ID2031,0
ID2032,0
ID2034,1
ID2035,0
ID2036,0
ID2043,0
ID2045,1
ID2050,0
ID2051,0
ID2052,1
ID2056,0
ID2059,1
ID2061,1
ID2062,0
ID2065,0
ID2066,0
ID2070,0
ID2076,0
ID2083,0
ID2088,0
ID2090,1
ID2091,0
ID2092,0
ID2096,1
ID2098,1
ID2099,1
ID2100,1
ID2105,0
ID2107,0
ID2108,0
ID2111,0
ID2113,1
ID2114,0
ID2117,0
ID2121,1
ID2124,1
ID2125,0
ID2127,0
ID2129,0
ID2130,1
ID2134,0
ID2135,0
ID2136,0
ID2137,0
ID2139,0
ID2142,0
ID2144,0
ID2145,0
ID2146,1
ID2148,0
ID2150,0
ID2155,1
ID2157,0
ID2165,1
ID2166,0
ID2167,1
ID2172,0
ID2177,1
ID2178,0
ID2180,1
ID2187,0
ID2188,0
ID2190,0
ID2191,1
ID2195,0
ID2199,0
ID2200,0
ID2203,1
ID2204,0
ID2208,0
ID2215,0
ID2216,0
ID2217,1
ID2218,0
ID2220,0
ID2222,0
ID2223,1
ID2224,0
ID2225,0
ID2227,0
ID2228,0
ID2232,0
ID2233,0
ID2238,0
ID2239,0
ID2243,0
ID2244,0
ID2246,0
ID2248,1
ID2252,0
ID2254,0
ID2255,0
ID2256,0
ID2258,1
ID2261,0
ID2264,0
ID2266,0
ID2267,1
ID2268,0
ID2269,0
ID2270,0
ID2271,0
ID2272,1
ID2273,0
ID2279,0
ID2280,0
ID2281,0
ID2282,0
ID2285,0
ID2288,0
ID2293,0
ID2296,0
ID2297,1
ID2298,1
ID2299,0
ID2300,0
ID2302,0
ID2309,1
ID2312,0
ID2313,0
ID2317,0
ID2318,0
ID2319,0
ID2320,0
ID2321,1
ID2322,1
ID2323,0
ID2325,1
ID2326,0
ID2329,0
ID2330,0
ID2332,0
ID2336,0
ID2338,0
ID2347,0
ID2348,0
ID2349,0
ID2350,0
ID2351,0
ID2352,1
ID2355,0
ID2357,0
ID2358,0
ID2359,0
ID2362,0
ID2363,0
ID2364,1
ID2367,1
ID2368,1
ID2371,0
ID2374,0
ID2375,0
ID2377,0
ID2378,0
ID2379,0
ID2382,0
ID2388,1
ID2389,0
ID2390,1
ID2393,1
ID2395,0
ID2396,0
ID2401,0
ID2403,0
ID2406,0
ID2407,0
ID2409,0
ID2411,0
ID2412,0
ID2413,0
ID2415,0
ID2419,0
ID2423,0
ID2424,0
ID2427,0
ID2429,0
ID2432,1
ID2436,0
ID2441,0
ID2443,0
ID2446,0
ID2447,1
ID2448,1
ID2449,0
ID2451,0
ID2453,0
ID2455,0
ID2458,1
ID2461,0
ID2462,0
ID2463,0
ID2468,1
ID2469,0
ID2470,0
ID2471,0
ID2476,1
ID2477,0
ID2478,0
ID2479,0
ID2481,1
ID2482,0
ID2485,0
ID2486,0
ID2487,1
ID2488,0
ID2490,0
ID2491,0
ID2492,1
ID2495,0
ID2496,0
ID2499,0
ID2501,0
ID2502,0
ID2503,0
ID2504,0
ID2509,1
ID2512,0
ID2513,0
ID2514,0
ID2515,0
ID2520,0
ID2521,0
ID2522,0
ID2524,0
ID2525,0
ID2526,0
ID2528,1
ID2531,0
ID2532,0
ID2533,0
ID2534,0
ID2535,1
ID2536,1
ID2537,0
ID2542,0
ID2543,1
ID2544,1
ID2547,1
ID2550,0
ID2551,0
ID2556,0
ID2557,0
ID2558,1
ID2560,0
ID2562,0
ID2564,0
ID2566,0
ID2568,0
ID2570,1
ID2573,0
ID2575,0
ID2579,1
ID2580,0
ID2581,1
ID2582,0
ID2584,1
ID2585,0
ID2586,1
ID2588,0
ID2590,1
ID2597,0
ID2599,1
ID2602,0
ID2607,0
ID2608,1
ID2609,1
ID2612,0
ID2614,0
ID2615,0
ID2616,0
ID2617,0
ID2618,0
ID2619,1
ID2620,1
ID2622,0
ID2625,0
ID2626,0
ID2627,0
ID2629,0
ID2631,0
ID2633,1
ID2635,0
ID2641,0
ID2642,1
ID2643,0
ID2644,0
ID2645,1
ID2646,1
ID2649,1
ID2661,1
ID2663,0
ID2664,1
ID2669,0
ID2670,0
ID2671,0
ID2673,0
ID2677,0
ID2681,0
ID2682,0
ID2684,1
ID2685,0
ID2686,1
ID2687,0
ID2690,0
ID2692,0
ID2694,0
ID2696,0
ID2698,0
ID2701,0
ID2703,0
ID2705,0
ID2713,1
ID2715,0
ID2719,0
ID2720,0
ID2721,0
ID2723,0
ID2724,0
ID2727,0
ID2732,0
ID2734,1
ID2738,0
ID2741,0
ID2743,0
ID2744,1
ID2745,0
ID2748,0
ID2751,0
ID2752,0
ID2754,0
ID2760,0
ID2761,0
ID2764,0
ID2768,0
ID2772,0
ID2773,0
ID2774,1
ID2775,0
ID2776,0
ID2777,0
ID2794,0
ID2795,0
ID2797,0
ID2798,0
ID2801,0
ID2802,0
ID2803,0
ID2805,0
ID2806,0
ID2808,0
ID2810,1
ID2813,0
ID2814,0
ID2815,0
ID2819,0
ID2822,0
ID2823,0
ID2826,0
ID2828,1
ID2829,0
ID2834,0
ID2835,0
ID2838,0
ID2839,1
ID2840,1
ID2841,1
ID2842,0
ID2843,0
ID2844,0
ID2846,1
ID2851,0
ID2852,0
ID2853,0
ID2854,0
ID2856,1
ID2858,0
ID2861,0
ID2862,0
ID2864,1
ID2870,1
ID2873,1
ID2874,1
ID2875,0
ID2879,0
ID2881,1
ID2884,0
ID2885,0
ID2886,0
ID2888,1
ID2889,0
ID2891,0
ID2897,1
ID2899,0
ID2900,0
ID2901,0
ID2902,0
ID2908,0
ID2909,0
ID2911,0
ID2914,1
ID2916,0
ID2918,1
ID2928,1
ID2929,0
ID2931,0
ID2933,0
ID2935,1
ID2939,1
ID2944,0
ID2947,1
ID2948,0
ID2950,0
ID2952,0
ID2953,0
ID2954,0
ID2961,0
ID2963,0
ID2964,0
ID2965,0
ID2967,0
ID2970,0
ID2974,1
ID2981,0
ID2983,1
ID2984,0
ID2986,1
ID2989,0
ID2991,0
ID2993,0
ID2994,0
ID2995,0
ID3000,0
ID3001,0
ID3002,0
ID3009,0
ID3012,0
ID3013,1
ID3018,0
ID3020,0
ID3025,0
ID3026,0
ID3029,1
ID3030,0
ID3031,0
ID3034,0
ID3035,1
ID3037,1
ID3041,0
ID3042,1
ID3044,0
ID3045,0
ID3049,1
ID3053,0
ID3057,1
ID3060,0
ID3062,0
ID3064,0
ID3068,1
ID3074,0
ID3075,0
ID3076,1
ID3079,0
ID3083,0
ID3085,0
ID3088,0
ID3089,0
ID3096,0
ID3097,0
ID3101,1
ID3102,0
ID3103,1
ID3105,0
ID3107,0
ID3111,1
ID3116,0
ID3119,0
ID3121,0
ID3122,1
ID3123,0
ID3124,0
ID3127,0
ID3129,0
ID3130,1
ID3132,1
ID3143,0
ID3144,0
ID3146,0
ID3148,0
ID3150,0
ID3151,0
ID3153,0
ID3154,0
ID3155,0
ID3160,0
ID3162,0
ID3166,0
ID3167,1
ID3168,0
ID3172,0
ID3173,0
ID3175,0
ID3184,0
ID3186,1
ID3188,1
ID3189,0
ID3190,1
ID3195,1
ID3196,0
ID3200,0
ID3202,0
ID3203,0
ID3208,0
ID3209,0
ID3214,0
ID3219,1
ID3222,0
ID3224,0
ID3225,0
ID3230,0
ID3231,0
ID3232,0
ID3233,1
ID3234,0
ID3238,0
ID3243,1
ID3244,1
ID3250,0
ID3251,0
ID3253,0
ID3254,0
ID3256,0
ID3258,1
ID3259,0
ID3260,0
ID3261,0
ID3262,0
ID3263,0
ID3264,0
ID3266,0
ID3268,0
ID3273,0
ID3274,0
ID3278,0
ID3279,0
ID3282,0
ID3283,1
ID3284,0
ID3285,0
ID3288,0
ID3289,0
ID3290,0
ID3291,0
ID3292,0
ID3293,0
ID3294,1
ID3297,0
ID3298,0
ID3300,0
ID3306,0
ID3307,0
ID3309,0
ID3311,0
ID3314,0
ID3315,0
ID3319,1
ID3324,0
ID3326,1
ID3327,0
ID3328,1
ID3332,0
ID3334,0
ID3335,0
ID3344,0
ID3345,0
ID3346,0
ID3348,0
ID3349,0
ID3354,1
ID3355,1
ID3356,0
ID3361,1
ID3363,0
ID3364,0
ID3365,0
ID3366,1
ID3367,1
ID3369,1
ID3371,1
ID3382,1
ID3383,0
ID3386,0
ID3388,1
ID3390,1
ID3391,1
ID3394,1
ID3396,0
ID3397,0
ID3398,0
ID3400,0
ID3406,0
ID3407,0
ID3412,1
ID3415,1
ID3416,0
ID3418,0
ID3422,0
ID3423,0
ID3425,0
ID3426,0
ID3427,0
ID3428,0
ID3429,0
ID3430,0
ID3433,0
ID3434,0
ID3438,0
ID3441,0
ID3443,0
ID3444,1
ID3445,0
ID3447,0
ID3449,0
ID3450,0
ID3451,1
ID3456,0
ID3457,0
ID3458,0
ID3463,1
ID3469,1
ID3472,0
ID3474,0
ID3476,1
ID3478,0
ID3479,0
ID3481,0
ID3484,0
ID3486,1
ID3489,0
ID3490,0
ID3491,1
ID3493,0
ID3494,0
ID3496,0
ID3497,0
ID3500,0
ID3503,0
ID3505,0
ID3508,0
ID3510,0
ID3512,1
ID3514,0
ID3523,0
ID3524,0
ID3526,1
ID3527,0
ID3528,1
ID3531,1
ID3536,1
ID3538,0
ID3539,0
ID3540,0
ID3541,0
ID3542,0
ID3543,0
ID3549,1
ID3551,0
ID3553,0
ID3555,0
ID3559,0
ID3565,1
ID3566,1
ID3568,0
ID3572,0
ID3574,0
ID3584,0
ID3588,0
ID3591,0
ID3592,0
ID3593,0
ID3594,0
ID3596,1
ID3598,1
ID3600,1
ID3605,0
ID3606,0
ID3608,0
ID3610,1
ID3612,1
ID3616,0
ID3617,0
ID3619,0
ID3621,0
ID3622,0
ID3623,0
ID3625,0
ID3627,1
ID3628,0
ID3629,0
ID3631,1
ID3632,1
ID3633,0
ID3635,0
ID3637,0
ID3638,0
ID3640,0
ID3641,1
ID3647,0
ID3648,0
ID3652,0
ID3654,0
ID3660,0
ID3667,1
ID3671,0
ID3675,0
ID3676,0
ID3678,0
ID3682,0
ID3684,0
ID3686,0
ID3688,1
ID3689,1
ID3692,0
ID3695,1
ID3697,0
ID3698,1
ID3700,0
ID3704,0
ID3705,0
ID3709,0
ID3710,0
ID3715,0
ID3716,0
ID3717,0
ID3723,0
ID3728,1
ID3730,0
ID3731,1
ID3732,0
ID3734,0
ID3736,0
ID3741,1
ID3742,1
ID3743,0
ID3744,0
ID3745,1
ID3746,0
ID3750,0
ID3753,0
ID3756,1
ID3757,0
ID3759,0
ID3760,0
ID3761,1
ID3764,0
ID3767,0
ID3769,1
ID3770,1
ID3773,0
ID3774,0
ID3776,1
ID3777,0
ID3778,1
ID3780,0
ID3781,0
ID3783,1
ID3784,0
ID3785,0
ID3787,0
ID3789,0
ID3792,0
ID3793,0
ID3796,0
ID3799,0
ID3801,1
ID3802,0
ID3803,0
ID3804,0
ID3807,0
ID3808,0
ID3812,1
ID3816,0
ID3817,0
ID3819,0
ID3821,0
ID3822,0
ID3824,0
ID3825,0
ID3827,0
ID3830,0
ID3831,0
ID3833,0
ID3835,1
ID3836,0
ID3838,0
ID3839,0
ID3842,0
ID3847,0
ID3850,0
ID3851,0
ID3855,0
ID3856,0
ID3857,1
ID3858,0
ID3859,0
ID3863,0
ID3865,0
ID3868,0
ID3870,0
ID3871,1
ID3872,0
ID3875,0
ID3876,0
ID3877,1
ID3878,1
ID3881,0
ID3882,0
ID3884,1
ID3886,1
ID3887,0
ID3891,0
ID3892,0
ID3895,0
ID3896,0
ID3898,0
ID3900,1
ID3902,0
ID3905,0
ID3910,0
ID3912,0
ID3916,0
ID3924,1
ID3927,0
ID3928,1
ID3934,0
ID3939,1
ID3940,1
ID3942,0
ID3943,0
ID3946,0
ID3949,0
ID3952,0
ID3956,0
ID3958,0
ID3966,0
ID3969,0
ID3972,1
ID3973,0
ID3974,0
ID3981,0
ID3982,0
ID3984,0
ID3986,1
ID3987,0
ID3989,0
ID3992,0
ID3993,0
ID3996,0
ID3998,1
ID4001,1
ID4002,0
ID4006,0
ID4007,0
ID4008,0
ID4009,0
ID4011,0
ID4018,1
ID4019,1
ID4020,0
ID4023,1
ID4024,0
ID4033,0
ID4037,1
ID4040,0
ID4042,0
ID4045,1
ID4046,0
ID4048,0
ID4050,0
ID4054,0
ID4055,0
ID4056,0
ID4057,0
ID4059,1
ID4062,1
ID4065,1
ID4068,0
ID4069,0
ID4071,0
ID4072,1
ID4075,0
ID4077,0
ID4083,0
ID4084,0
ID4085,0
ID4090,0
ID4093,0
ID4094,0
ID4095,0
ID4098,0
ID4107,0
ID4110,0
ID4112,0
ID4113,0
ID4114,1
ID4116,0
ID4118,1
ID4120,0
ID4121,0
ID4125,0
ID4126,1
ID4127,0
ID4128,0
ID4129,0
ID4131,1
ID4137,1
ID4138,0
ID4142,0
ID4144,0
ID4146,0
ID4148,0
ID4149,0
ID4150,1
ID4152,0
ID4158,1
ID4163,1
ID4164,0
ID4169,0
ID4171,1
ID4172,0
ID4173,0
ID4175,0
ID4177,1
ID4178,1
ID4182,0
ID4183,1
ID4186,0
ID4187,0
ID4193,0
ID4198,1
ID4201,0
ID4205,0
ID4216,1
ID4217,1
ID4220,0
ID4223,0
ID4225,0
ID4233,0
ID4234,1
ID4238,0
ID4239,0
ID4240,0
ID4241,0
ID4242,1
ID4248,0
ID4249,0
ID4250,0
ID4252,0
ID4253,0
ID4254,0
ID4255,0
ID4257,0
ID4258,0
ID4260,0
ID4262,0
ID4263,0
ID4265,0
ID4266,1
ID4270,0
ID4271,1
ID4280,0
ID4281,1
ID4283,0
ID4285,0
ID4286,0
ID4290,0
ID4292,1
ID4295,1
ID4297,1
ID4299,1
ID4300,1
ID4302,0
ID4303,0
ID4308,0
ID4309,1
ID4314,0
ID4324,0
ID4326,0
ID4327,0
ID4329,1
ID4332,0
ID4336,0
ID4338,0
ID4339,0
ID4340,0
ID4341,0
ID4342,0
ID4348,1
ID4349,0
ID4351,0
ID4354,0
ID4360,0
ID4361,0
ID4362,0
ID4365,1
ID4369,0
ID4376,0
ID4379,0
ID4381,0
ID4382,0
ID4383,1
ID4386,1
ID4388,0
ID4391,1
ID4395,0
ID4396,0
ID4398,0
ID4399,0
ID4400,0
ID4403,0
ID4406,0
ID4410,1
ID4411,0
ID4415,0
ID4417,0
ID4418,1
ID4420,0
ID4427,0
ID4428,0
ID4429,1
ID4430,0
ID4432,0
ID4433,0
ID4434,0
ID4436,1
ID4438,0
ID4443,0
ID4444,1
ID4445,1
ID4446,0
ID4447,0
ID4449,1
ID4451,1
ID4453,0
ID4454,0
ID4455,0
ID4457,0
ID4459,0
